ID,code,author,title,subject,publisher,publication Date,format,notes,loaned to,date from,date to
4778,823.914,"hill,susan",the mist in the mirror,Fiction,vintage,1999,p/b,,,,
4779,823.914,"hill,susan",the vows of silence,Fiction,vintage,2009,p/b,,,,
4780,823.914,"hill,susan",mrs de winter,Fiction,vintage,1999,p/b,,,,
4781,813.6,"kostova,elizabeth",the historian,Fiction,timewarner,2006,p/b,,,,
4782,823.92,"mantel,hilary",beyond black,Fiction,harper,2005,p/b,,,,
4783,823.914,"mcewan,ian",saturday,Fiction,vintage,2007,p/b,,,,
4784,813MIS,"mistry,rohinton",a fine balance,literature,faber,1997,p/b,,,,
4787,808.81,"housden,roger (editor)",ten poems to open your heart,literature/poetry/anthology,hodder mobius,2003,p/b,,,,
4788,808.81,"astley,neil (editor)",staying alive,literature/poetry/anthology,bloodaxe,2003,p/b,,,,
4789,371.4,"kingston,bernard/charlton,nicola",student finance,education/university,right way,2009,p/b,,,,
4790,540.7,"ellison,anthony",instant revision AS chemistry,chemistry,collins,2004,p/b,,,,
4791,781,anon,gcse music,music,cgp,2009,p/b,,,,
4816,794.1,"chernev,irving",the most instructive games of chess ever played,chess,faber,1973,p/b,,,,
4817,794.1,"capablanca,j.r.",chess fundamentals,chess,bell,1945,h/b,,,,
4818,794.1,"nimzovitsch,aron",my system,chess,bell,1972,h/b+wrapper,,,,
4819,794.7,"lowe,ted",snooker,sport,ep,1982,h/b,,,,
4820,795.1,"gibson,walter",backgammon,games,marshall cavebdish,1974,h/b+wrapper,a golden hands book,,,
4821,796,"hammond,tim",sport,sport,dk,1995,hb+wrapper,,,,
4822,796.1,"pelham,david",the penguin book of kites,crafts,penguin,1976,p/b,,,,
4823,796.1,"dearling,alan/armstrong,howie",world youth games,games,russell house,1995,p/b,,,,
4824,796.32,"mullins,chris",the young basketball player,sport/basketball,dk,1995,h/b+wrapper,,,,
4825,796.32,"o'rourke,terence",basketball,sport/basketball,wayland,1993,h/b,,,,
4826,796.33,"o'rorke,terence",rugby,sport/rugby,wayland,1993,h/b,,,16/10/2014,
4827,796.334,"coleman,michael",foul football,sport,scholastic,2000,p/b,,,,
4828,796.334,"kelly,stephen f.",back page football,sport/football/newspapers,aurora,1995,h/b+wrapper,,,,
4829,796.334,"shearer,alan",going for goal,sport/football,virgin,1995,p/b,,,,
4831,796.48,"coleman,michael",flaming olympics,sport/athletics,schoilastic,1996,p/b,,,,
4832,796.7,"constanduros,bob",formula 1 mad,motor racing,generation,2000,p/b,,,,
4833,796.7,"henry,alan",the one hundred greatest racing drivers,motor racing,generation,2000,p/b,,,,
4834,796.7,"jones,bruce",the official formula one 1998 grand prix guide,motor racing,cld,1998,h/b+wrapper,,,,
4835,796.8,"finn,michael",martial arts,sport/martial arts,stanley paul,1988,hb+wraper,,,,
4836,796.8,"reay,tony",judo,sport/martial arts,wayland,1993,h/b,,,,
4837,796.8,"mitchell,david",karate,sport/martial arts,black,2002,p/b,,,,
4838,796.8,anon,seconds out,sport/boxing,generation,1999,p/b,,,,
4839,796.8,"goodman,fay",the ultimate book of martial arts,sport/martial arts,hh,2001,h/b,,,,
4840,796.8,"collings,mark",the one hundred greatest boxers,sport/boxing,generation,1999,p/b,,,,
4841,798.4,"ross,alan",the turf,sport/horse racing,ou press,1982,h/b+wrapper,,,,
4842,799.103,"purnell,gareth/yates,alan/dawn,chris",the concise encyclopedia of fishing,sport/fisging/angling,cld,1998,hb+wrapper,,,,
4843,799.3,"adams,john",archery,sport/archery,black,1988,p/b,,,,
4844,YA,"pullman,philip",northern lights,Fiction,scholastic,2001,p/b,,,,
4850,759.2hod,"quilley,geoff/bonehill,john (editors)",william hodges 1744-1797:the art of exploration,art/oainting/english/captain cook,national maritime museum,2004,h/b+wrapper,exhibition catalogue 2004,,,
4851,709.41,"ford,boris(editor)",the cambridge guide to the arts in britain 8.,art/britiish,cambridge,1989,h/b+wrapper,,,,
4852,759.4vui,"groom,gloria",edouard vuillard - painter-decorator,art/painting/france/impressionism,yale,1993,h/b+wrapper,,,,
4853,700.003,"steer.john/white,antony",atlas of western art history,art/history/atlases,facts on file,1994,h/b+wrapper,,,,
4854,745.6,"backhouse,janet",the lindisfarne gospels,art/calligraphy,phaidon,1981,p/b,,,,
4855,707,"frayling,christopher",the royal college of art,Art,barries & jenkins,1987,p/b,,,,
4856,746,"wilson,elizabeth",adorned in dreams,art/fashion,virago,1987,p/b,,,,
4857,746,"bell,quentin",on human finery,art/fashion,allison & busby,1992,p/b,,,,
4859,942.4,"lloyd,david/klein,peter",ludlow,history/england/shropshire,phillimore,1984,h/b+wrapper,,,,
4861,942.1,"sheppard,francis",london a history,history/england/london,oxford,2000,p/b,,,,
4862,954,"nehru,jawaharlal",the discovery of india,history/india,oxford,1993,p/b,,,,
4863,951,"overholt,william.h.",china the next economic superpower,history/china,weidenfeld & nicholson,1993,h/b+wrapper,,,,
4864,946.342,"lee,simon",tennis,sport,ward lock,1998,p/b,play the game series,,,
4865,823.914,"rushdie,salman",fury,,cape,2001,h/b+wrapper,,,,
4866,823.914,"aldiss,brian",forgotten life,Fiction,gollancz,1988,h/b+wrapper,,,,
4867,823.914,"ballard,j.g",rushing to paradise,Fiction,flamingo,1995,p/b,,,,
4868,823.914,"banville,john",the sea,Fiction,knopf,2005,h/b+wrapper,,,,
4869,813DOC,"doctrow,e.l.",the march,Fiction,little brown,2005,p/b,,,,
4870,823.914,"highsmith,patricia",the talented mr ripley,Fiction,vintage,1999,p/b,,,,
4875,181,"simpkins,c alexander/simpkins,annellen,m.",tao in ten,philosophy,tuttle,202,p/b,,,,
4877,843.sim,"simenon,georges",the man who watched trains go by,Fiction,penguin,2005,p/b,,,,
4878,843.sim,"simenon,georges",the friend of madame maigret,Fiction,penguin,2006,p/b,,,,
4879,759.05,"pool,phoebe",impressionism,Art,thames & hudson,1991,p/b,,,,
4880,759.4tou,"cionini visani,maria",toulouse lautrec,art/french painting,dolphin,1970,p/b,,,,
4881,759.4seu,"russell,john",seurat,art/french painting,thames & hudson,1991,p/b,,,,
4882,759.4mat,"gowing,lawrence",matisse,art/french painting,thames & hudson,1989,p/b,b+w illustration only,,,
4883,759.4tou,"denvir,bernard",toulouse-lautrec,art/french painting,thames & hudson,1991,p/b,,,,
4884,759.92rem,"white,christopher",rembrandt,art/dutch painting,thames & hudson,1989,p/b,,,,
4885,759.92van,"mcquillan,melissa",van gogh,art/dutch painting,thames & hudson,1989,p/b,,,,
4886,813hem,"hemingway,ernest",the old man and the sea,literature/american prose,heinemann,2006,h/b,,,,
4890,297,,the qur'an,religion,saheeh international,1997,p/b,,,,
4891,340,"bateman,emma/blundell,guy/smith,peter/wilman,john",A2 AQA law,law,nelson thorne,2009,p/b,,staff rhoda,26/11/2025,11/12/2025
4894,ref 423,anon,cambridge advanced learner's dictionary.third edition,language,cambridge,2008,p/b,,,,
4895,574,"toole,glenn/toole,susan",A2 AQA biology,biology,nelson thornes,2008,p/b,,,,
4899,gcse540.7,"parsons,richard",gcse chemistry edexcel 360 science,chemistry,cgp,2006,pamphlet,,,,
4913,823.914,"mccourt,frank",'Tis,fiction,flamingo,2000,p/b,sequel to angela's ashes,,,
4915,823.914,"banks,iain",the bridge,fiction,abacus,1999,p/b,,,,
4916,823.914,"rushdie,salman",the moor's last sigh,,vintage,1996,p/b,,,,
4917,823.914,"doyle,roddy",a star called henry,fiction,vintage,2000,p/b,,,,
4919,823.914,"banks,iain",whit,Fiction,abacus,1996,p/b,,,,
4920,823.914,"doyle,roddy",the woman who walked into doors,Fiction,minerva,1997,p/b,,,,
4921,547,"chapman,brian/jarvis,alan","organic chemistry, energetics,kinetics and equilibrium",,nelson thornes,2003,p/b,"revised edition
endorsed by edexcel",,,
4922,547,"chapman,brian","transition metals,quantitative kinetics and applied organic chemistry",Organic Chemistry,nelson thornes,2001,p/b,endorsed by ecexcel,,,
4923,914.134,"roy,sally",AA essential edinburgh,travel,AA,2000,p/b,,,,
4925,914.5,anon,top 10 sicisly,travel,dorling kindersley,2003,p/b,,,,
4927,491.5082,"harkness,david",ireland in the twentieth century,history/ireland,macmillan,1996,p/b,british history in perspective series,,,
4928,491.86,"cerna,iva/machalek,jolana",beginner's czech,language,hippocrene,1998,p/b,,,,
4929,494,"thomas,lewis.v.",elementary turkish,language,dover,1986,p/b,,,,
4930,403,"crystal,david",the cambridge encyclopedia of language,language,cambridge,1991,p/b,,,,
4931,413,"rheingold,howard",they have a word for it,language,sarabande,2000,p/b,,,,
4932,420.1,"bryson,bill",mother tongue,language,penguin,1991,p/b,,,,
4933,791.43,"hayward,susan",cinema studies: the key concepts,arts and recreation/public performance/cinema,routledge,2002,p/b,second edition,,,
4934,615.5,"brownstein,art",healing back pain naturally,medicine,newleaf,2000,p/b,,,,
4935,822.914,"hayman,ronald",tom stoppard,literature/english/drama/late 20th century,heinemann,1977,p/b,0874719933,,,
4937,823.912,"orwell,george",nineteen eighty-four,literature,penguin,2000,p/b,,,,
4938,824pax,"paxman,jeremy",the english,literature,penguin,1999,p/b,,,,
4939,813hem,"hemingway,ernest",the old man and the sea,literature,panther,1976,p/b,,,,
4940,839.82ibs,"fjelde,rolf (editor)",ibsen a collection of critical essays,literature,prentice-hall usa,1965,p/b,"authord include;bentley,kaufmann,tennant,koht,deer,groddeck,svendsen,northam,fergusson,rosmersholm,raphael,mayerson,lowenthal,schechner,whicher,forster.",,,
4941,862lor,"lorca,federico garcia",blood wedding,literature,hodder &stoughton,1989,p/b,,,,
4942,843fla,"fairlie,alison",flaubert:madame bovary,literature,arnold,1986,p/b,studies in french literature 8,,,
4944,YA,"homer/mccaughrean,geraldine",the odyssey,,,0,h/b+wrapper,,,,
4945,575,"adds,john/larkcom,erica/miller,ruth","genetics,evolution and biodiversity",science,nelson thorne,2001,p/b,,,,
4946,947,"wallace,robert",rise of russia,history,time life?,0,h/b,,,,
4948,491.863,"hodek,bretislav",anglicko-cesky/cesko-anglisky dictionary,language/czech,leda,2005,p/b tiny,,,,
4949,491.86,"hola,lida",new czech step by step,language/czech,akropolis,2008,p/b + cd,includes insert'czech grammar in a nutshell' and CD,,,
4950,491.86,"hola,lida",new czech step by step activity book,language/czech,akropolis,2008,p/b,see item 4949 (student book),,,
4952,612,"boyle,mike/senior,kathryn",human biology - 3rd edition,biology/human biology/anatomy/physiology,collins,2008,p/b,,,,
4966,612.014,"mccorrmick,andrew/elliott,alexander",health physics,biology/human biology/medicine/physics,cambridge,2002,p/b,,,,
4968,510,"currell,graham/dowman,antony",essential mathematics and statistics for science,mathematics,wiley-blackwell,2009,p/b,,,,
4974,004,"brown,graham/watson,david",igcse information and communication technology,ict,hodder,2010,pb + cd,includes cd,,,
4978,428.64,"couper,david",in search of happiness,graded reader,macmillan,1991,p/b,,,,
4979,428.63,"hill,susan",the woman in black,graded reader,heinemann,1992,p/b,retold by margaret tarner,,,
4982,428.63,"hancock,penny",just good friends,graded reader,cambridge,0,book+cd,,,,
4983,428.63,"macandrew,richard",strong medicine,graded reader,cambridge,0,book+cd,,,,
4985,428.63,campbell.colin,the ironing man,graded reader,cambridge,0,book+cd,,,,
4986,428.63,"hill,david",how i met myself,graded reader,cambridge,0,book+cd,,,,
4987,428.63,"loader,mandy",eye of the storm,graded reader,cambridge,0,book+cd,,,,
4988,428.63,"macandrew,richard",the lahti file,graded reader,cambridge,0,book+cd,,,,
4990,428.63,"walker,carolyn",the beast,graded reader,cambridge,0,book+cd,,,,
4991,428.63,"aspinall,patricia",the house by the sea,graded reader,cambridge,0,book+cd,,,,
4993,428.64,"austen,jane",emma,graded reader,macmillan,0,book+cd,,,,
4995,428.64,"fleming,ian",dr no,graded reader,macmillan,0,book+cd,,,,
4997,428.64,"conan doyle,sir arthur",the speckled band and other stories,graded reader,macmillan,0,book+cd,includes the dancing man and the red-haired league,,,
4999,428.64,"milne,john",the queen of death,graded reader,macmillan,0,book+cd,,,,
5000,428.64,"bronte,emily",wuthering heights,graded reader,macmillan,0,book+cd,,,,
5001,428.64,"matthews,geoffrey",the space invaders,graded reader,macmillan,0,book+cd,,,,
5002,428.63,"conan doyle,sir arthur",sherlock holmes short stories,graded reader,oxford,0,book+cd,"the speckled band, a scandal in bohemia,the five orange pips",,,
5003,428.63,"border,rosemary",the piano,graded reader,oxford,0,book+cd,,,,
5008,428.63,"escott,john",dead man's island,graded reader,oxford,0,book+cd,,,,
5011,428.63,"hannam,joyce",the death of karen silkwood,graded reader,oxford,0,book+cd,,,,
5012,428.62,"baum,frank.l.",the wizard of oz,Fiction,oxford,0,book+cd,,,,
5014,428.62,"conan doyle,sir arthur",sherlock holmes and the duke's son,Fiction,oxford,0,book+cd,,,,
5015,428.62,"bassett,jennifer",the president's murder,Fiction,oxford,0,book+cd,,,,
5016,823.92,"akinyemi,rowena",the witches of pendle,,,0,,,,,
5017,428.62,"bassett,jennifer",the phantom of the opera,Fiction,oxford,0,book+cd,,,,
5018,428.62,"vicary,tim",the coldest place on earth,Fiction,oxford,,book+cd,,,,
5019,428.62,"jacobs,w.w",the monkey's paw,Fiction,oxford,0,book+cd,,,,
5020,428.64,"austen,jane",sense and sensibility,graded reader,oxford,0,book+cd,,,,
5022,519.5,anon,gcse statistics - complete revision and practice,mathematics,cgp,2010,p/b,,,,
5023,gcse530,"pople,stephen",complete pysics for igcse,physics,oxford,2007,p/b,,,,
5044,495.63,"anjo,ikuko",japanese - english english - japanese,languages,hippocrene,2001,p/b,,,,
5046,492.73,"awde,n/smith,k",arabic practical dictionary,languages,hippopcrene,2010,p/b,,,,
5047,GF,"child,lee",gone tomorrow,fiction,bantam,2010,p/b,,,,
5048,510.7,anon,AS-level mathematics the revision guide,mathematics,cgp,2003,p/b,,,,
5049,510.7,anon,AS-level mathematics  ocr complete revision and practice,mathematics,cgp,2011,p/b,,,,
5050,519.5,anon,gcse statistics the revision guide higher level,mathematics,cgp,2010,p/b,,,,
5053,GF,"child,lee",61 hours,,bantam,2010,p/b,,,,
5054,813PRO,"proulx,annie",fine just the way it is,,fourth estate,2008,p/b,,,,
5055,813MCC,"mccarthy,cormac",the road,,picador,2007,p/b,,,,
5056,823.08,"murakami,haruki (editor)",birthday stories,,vintage,2006,p/b,"stories by; 
banks/canin/carver/foster wallace/johnson/keegan/lee/lyons/robinson/sexson/theroux/trevor/murakami",,,
5057,895.6mur,"murakami,haruki",norwegian wood,literature,vintage,2003,p/b,,,,
5058,551.6,,the age of stupid,weather,spanner,2009,dvd x2,stars peter postlethwaite,,,
5067,428.64,"woolard,susan",tigers and big cats,,dk,0,p/b,,,,
5071,gcse530,"arnold,brian/woolley,steve",longman gcse physics,physics,pearson,2002,p/b,,,,
5073,GF,"child,lee",die trying,,bantam,2010,p/b,,,,
5074,540.7,anon,A2-level chemistry,chemistry,cgp,2005,p/b,,,,
5075,gcse500,"levesley,mark/johnson,penny/gray,steve",how science works 7+cd,science,pearson,2008,p/b+cd,exploring science series,,,
5076,gcse500,"levesley,mark/johnson,penny/gray,steve/braind,iain/o'neil,mike",how science works 8+cd,science,pearson,2008,p/b+cd,exploring science series,,,
5077,gcse500,"levesley,mark/johnson,penny/gray,steve/kearsey,sue",how science works 9 +cd,science,pearson,2010,p/b+cd,exploring science series,,,
5086,599.725,"draper,judith",horse breeds of the world,,select editions,1997,p/b,,,,
5088,787.8ms,"taussig,harry",teach yourself guitar,muisc/guitar,oak,1971,p/b,,,,
5096,770,"langford,michael",basic photography,photography,,0,p/b,,,,
5098,574.03,"lawrence,eleanor (ed)",henderson's dictionary of biological terms,biology/dictionaries,prentice hall,2000,p/b,twelfth edition,,,
5100,914.24,"roberts,ray",the village of malvern wells - as it was in the 1940's during and just after the 2nd world war.,travel,aspect,2010,pamphlet,,,,
5101,787.8,"shipton,russ",the complete guitar player book 1,music,wise,1980,pamphlet,,,,
5102,787.8,"shipton,russ",the complete guitar player book 2,music,wise,1980,pamphlet,,,,
5103,787.8,"shipton,russ",the complete guitar player book 3,music,wise,1980,pamphlet,,,,
5104,787.8,"barker,mick/cardinali,rick/day,roger",the complete rock & pop guitar player book 1,music,wise,1985,pamphlet,,,,
5105,787.8,"barker,mick/cardinali,rick/day,roger",the complete rock & pop guitar player book 2,music,wise,1985,pamphlet,,,,
5107,823.92,"mitchell,david",the thousand autumns of jacob de zoet,fiction,sceptre,2011,p/b,,,,
5111,170,"bowie,bob",ethical studies,philosophy,nelson thornes,2001,p/b,,,,
5120,973.925,"sanders,vivienne",race relations in the usa 1863 - 1980,history/racism/u.s.a.,hodder murray,2006,p/b,access to history series,,,
5124,823.914,"tennant,emma",queen of stones,,,0,,,,,
5127,821.9208,various,smoke and mirrors,literature,versatile,2011,p/b + audio cd,9781908832016,,,
5128,gcse510,"rayner,david",core mathematics for cambridge igcse third edition + cd rom,mathematics,oxford,2011,p/b + cd rom,WITHDRAWN FROM STOCK,,,
5129,423,"roget,p.m.",roget's thesaurus of english words and phrases,,penguin,1976,p/b,,,,
5130,YA,"ashley,bernard",the trouble with donovan croft,,oxford,2002,p/b,,,,
5131,388.107,"hatswell,linda",bsm practical test for car drivers,transport,bsm,2011,p/b,,,,
5132,388.107,anon,bsm theory test for car drivers,transport,bsm,2011,p/b,,,,
5133,344,"lockton,deborah",Q & A 2011 - 2012 employment law,law,routledge,2011,p/b,7th edition,,,
5157,388.107,,driving test success: road signs,,,0,cd-rom,,,,
5158,ref495.13,anon,collins essential chinese dictionary,language,collins,2011,p/b,,,,
5159,641.5941,"smerdon,sue/harvey,margaret",a taste of britain,,longman,1981,p/b,structural readers stage 4,,,
5160,725,"biesty,stephen/platt,richard",stephen biesty's cross-sections castles,,dk,1994,hb+wrapper,,,,
5173,340.3,"law,jonathan/martin,elizabeth.a. editors",oxford dictionary of law,law,oxford,2009,p/b,seventh edition,,,
5175,709.55,"talbot rice,david",islamic art,art,thames & hudson,1979,p/b,,,,
5176,916,"ricciardi,lorenzo/ricciardi,mirella",african rainbow,travel,morrow,1989,hb+wrapper + plastc wrap,donated by amnesty internation bookshop great malvern,,,
5177,951,anon,jiuzhaighou - a fairyland in china,travel,sichuan people's publishing house,1985,h/b+wrapper+plastic wrap,donated by amnesty internation bookshop great malvern,,,
5178,951,anon,summer palace,travel,zhaohua publishing house,1981,h/b+wrap+sleeve,donated by amnesty internation bookshop great malvern,,,
5179,915.4,"guha,supriya",a journey through india,travel,tiger books,1988,h/b+wrapper+plastic wrap,donated by amnesty internation bookshop great malvern,,,
5180,914.24,"bowden,mark/field,david/winton,helen",the malvern hills,travel,engligh heritage,2009,p/b,,,,
5190,745.2,various,journeys fuelled by ideas,design/art,brunel college,2012,hb,,,,
5191,824orw,"orwell,george",homage to catalonia,literature,penguin,0,,,,,
5193,503,"prescott,chris",oxford study science dictionary,science,oxford,2008,p/b,2nd edition,,,
5196,574,"jones,mary",biology 2 for ocr,science,cambridge,2009,p/b,,,,
5198,004,"stuart,sonia/gillinder,brian/cushing,steve",ocr cambridge nationals in ICT level 1/2,ict,hodder,2012,p/b,,,,
5200,YA,"hughes,ted",the iron man,,faber,1989,pb,,,,
5201,YA,"hughes,ted",the iron woman,,faber,1993,pb,,,,
5205,540.7,anon,A2-level chemistry,chemistry,cgp,2005,p/b,,,,
5206,004,"leadbetter,chris/wainwright,stewart",cambridge igcse ICT coursebook + cd,computing,cambridge,2012,p/b,plus CD-Rom,,,
5207,"813,514","patterson,james",jack and jill,,harper,2004,p/b,,,,
5208,823.92,"ishiguro,kazuo",the remains of the day,literature,faber,1996,p/b,,,,
5209,929.7,"fraser,antonia (ed)",the lives of the kings & queens of england,,bca,1980,h/b+wrapper,,,,
5210,973.7,"goodwin,doris kearns",lincoln,history/u.s.a.,penguin,2013,p/b,,,,
5211,301.03,"abercrombie,nicholas et al",dictionary of sociology,sociology 1,penguin,2006,p/b,,,,
5213,301.07,"bown,david/griffiths,janis/greenall,barbara",AS sociology,sociology 1,ip,2011,p/b,,,,
5216,340,"mitchell,andrew",AS law,law,routledge-cavendish,2009,p/b,third edition,,,
5218,330.03,"black,john",oxford dictionary of economics,economics/dictionaries,oxford,2009,p/b,third edition,,,
5222,510.7,anon,AS-level mathematics,mathematics,cgp,2004,p/b,,,,
5223,510.7,anon,AS-level mathematics,mathematics,cgp,2004,p/b,,,,
5224,510.7,"sherran,peter",revise AS mathematics,mathematics,letts,2003,p/b,,,,
5225,gcse510.7,"smith,harry",revise AQA GCSE mathematics A revision guide.higher,mathematics,pearson,2010,p/b,,,,
5233,574.07,"pickering,w.r.",AS & A level biology through diagrams,biology,oxford,2002,p/b,oxford revision guide,,,
5234,574.07,anon,A2 level biology,biology,cgp,2005,p/b,,,,
5235,574.07,anon,A2 level biology AQA  B,biology,cgp,2005,p/b,,,,
5237,540.7,anon,A2 level chemistry. exam board AQA,chemistry,cgp,2009,p/b,,,,
5238,540.7,anon,AS level chemistry,chemistry,cgp,2005,p/b,,,,
5239,540,"taborska,eva/dostal,jiri",overview of chemistry,chemistry,brno uni,2010,pamphlet,,,,
5241,574,"jones,mary",biology 1 for ocr,science,cambridge,2008,p/b,with CDrom,,,
5242,371.4,,getting into dental school,careers/dentistry,mpw,2011,p/b,7th edition,,,
5243,371.4,"brutsche,matthew/michaelis,leslie",dental school interview guide,,green belt,2010,paperback,,,,
5246,510.7,anon,A2-level mathematics,mathematics,cgp,2010,p/b,,,,
5247,510.7,anon,AS-level mathematics,mathematics,cgp,2003,p/b,,,,
5249,330,"bamford,colin/grant,susan",ocr AS economics,economics,ocr,2008,p/b,9780435692209  out of print but used on the course,,,
5250,004,"clowrey,paul/stobart,colin",cambridge IGCSE ICT +CDRom,computing,cambridge,2012,p/b+CD ROM,,,,
5251,340,"price,nick/wortley,richard/smith,peter/currer,jennifer",AQA law AS,law,nelson thornes,2012,pb,second edition,,,
5255,910,"witherick.michael/milner,steve",edexcel international GCSE and certificate geography with CD ROM,geography,pearson,2010,p/b + cd rom,,,,
5256,302.23,"esseen,mandy/phillips,martin/wisson,lesley",AQA GCSE media studies with CD ROM,media studies,heinemann,2009,pb +cd rom,,,,
5257,210,"shaha,alom",the young atheist's handbook,religion,biteback,2014,p/b,,,,
5258,428.63,"wilde,oscar",the canterville ghost,graded reader,oxford,0,book,no CD,,,
5259,YA,"howard,j.j.",that time i joined the circus,fiction,point,2013,hb,,,,
5260,503,"prescott,chris",oxford study science dictionary,science,oxford,2008,p/b,,,,
5261,428.62,"davis,fiona",this is one direction!,pop music,scholastic,2014,book+cd,,,,
5263,428.64,"beddall,fiona",steve jobs and the story of apple,graded reader,scholastic,2012,book+cd,,,,
5264,428.64,"northup,solomon",12 years a slave,graded reader,scholastic,2014,book+cd,,,,
5265,510pure,"neill,hugh/quadling,douglas",further pure 1,mathematics,cambridge,2014,p/b,,,,
5266,510pure,"neill,hugh/quadling,douglas",further pure 2&3,mathematics,cambridge,2014,p/b,,,,
5267,428.64,"shipton,paul",made in dagenham,graded reader,scolastic,2011,book+cd,,,,
5268,428.64,yann martel,life of pi,graded reader,scolastic,2014,book+cd,,,,
5269,428.64,"shipton,vicky",the story of chanel,graded reader/perfume/business,scholastic,2011,graded reader+cd,,,,
5270,428.64,"morgan,peter",the queen,graded reader/royaly/biography,scholastic,2009,graded reader+cd,,,,
5271,428.64,"francis,nick/francis,marc",black gold,graded reader/coffee/business,scholastic,2011,graded reader+cd,,,,
5272,428.62,"moore,chris",blog love,Fiction,scholastic,2010,graded reader+cd,,,,
5273,428.62,"burgess,melvin",billy elliot,Fiction,scholastic,2013,book+cd,,,,
5274,428.62,"goldman,leslie",night at the museum,Fiction,scholastic,2014,p/b+cd,,,,
5275,428.62,"orci,roberto/kurtzman,alex",transformers,fiction,scholastic,2011,p/b+cd,,,,
5277,428.62,"shipton,paul",pele,footbal,scholastic,2010,p/b+cd,,,,
5278,428.63,"shipton,vicky",prince william & kate middleton,graded reader/royalty,scholastic,2011,p/b+cd,,,,
5279,428.63,"edwards,lynda",johnny english reborn,graded reader,scholastic,2012,p/b+cd,,,,
5280,428.63,"reilly,patricia",the in-crowd,graded reader,scholastic,2009,p/b+cd,,,,
5281,428.63,"eskow,john/elliot,ted/rossio,terry",the mask of zorro,graded reader,scholastic,2010,p/b+cd,,,,
5282,428.65,"shipton,paul",slumdog millionaire,graded reader,scholastic,2013,p/b+cd,,,,
5283,428.63,"collins,anne",british life,graded reader/britain,penguin,2008,p/b+cd,pre-intermediate graded reader with cd,,,
5289,428.64,"hawthorne,nathaniel",the scarlet letter,reader,,0,,+ CDRom,,,
5290,YA,"wilde,oscar",the happy prince and other stories,fiction,puffin,2003,pb,,,,
5291,759.2nic,"lynton,norbert",ben nicholson,"art/british art/nicholson,ben",phaidon,2003,p/b+wrapper,,,,
5292,540,"ramsden,e.n.",A level chemistry,chemistry,thornes,2000,p/b,4th edition,,,
5293,940.51,"mcdonough,frank","hitler, chamberlain and appeasement",history,cambridge,2006,p/b,cambridge perspectives in history series,,,
5294,612,"boyle,mike/senior,kathryn",human biology - 3rd edition,biology/human biology/anatomy/physiology,collins,2008,p/b,,,,
5295,574,"clegg,c.j/mackean,d.g",advanced biology,biology,hodder,2012,p/b,2nd edition,,,
5297,gcse510,"pearce,chris",cambridge IGCSE maths,mathematics,collins,0,9780007410187,1st edition,,,
5299,004.07,various authors,AS-level ICT,computing,cgp,2008,p/b,,,,
5300,495.63,anon,basic japanese - english dictionary,languages,oxford,2004,p/b,specially designed for english speakers learning japanese,,,
5301,423,anon,cambridge learner's dictionary,languages,cambridge,2007,p/b,third edition,,,
5302,612.82,"banks,ian",haynes brain manual,medicine,haynes,2006,h/b,,,,
5303,574.07,"jones,mary",cambridge international as/a level biology revision guide,biology,hodder,2010,p/b,,,,
5304,574,"hocking,sue/sochaki,frank/winterbottom,mark",ocr as/a level biology A   1,biology,pearson,2015,p/b,,,,
5305,540,"older,john",student unit guide ocr (A) As A2 chemistry,chemistry,philip alan,2010,p/b,,,,
5306,004,"brown,graham/sargent,brian/watson,david",cambridge igcse ict,ict,hodder,2015,pb,2nd edition,,,
5307,540,"harriss,frank",student unit guide ocr (B) salters A2 chemistry,chemistry,philip alan,2010,p/b,unit F334 chemistry of materials,,,
5308,781.65bea,"lewisohn,mark",the complete beatles chronicle,,chancellor,2004,hb+wrapper,,,,
5309,914.1,"mcpherson,stweart",britains treasure islands,travel,redfern,2016,hb+wrapper,,,,
5310,ms786,marks/sanderson,learn to play blues,music,,0,,,,,
5311,YA,"sedgewick,marcus",the book of dead days,fiction,dplphin,2004,pb,,,,
5312,491.53,"miandji,a.m.",farsi-english  english farsi dictionary,language,hippocrene,2004,p/b,,,,
5313,796.42,"croft,andy",kelly holmes,sport,barrington stoke,2007,p/b,,,,
5314,yr reader fict,"sendak,maurice",where the wild things are,,,0,pb,,,,
5320,330,"smith,peter",economics for A level year 1 and AS book 1,economics,hodder,2015,p/b,OCR A level,,,
5321,540,"ritchie,rob/gent,dave",A level chemistry for OCR A,chemistry,oxford,2015,p/b,,,,
5322,gcse540,"harwood,richard/lodge,ian",cambridge IGCSE chemistry coursebook,chemistry,cambridge,2016,p/b w plastic wrap,fouth edition,,,
5323,004,anon,functional skills ICT,ICT,cgp,2015,p/b,,,,
5324,700.7,,AQA art & design student handbook,art teaching,nelson thornes,2008,p/b,,,,
5325,491.53,anon,oxford elementary learners dictionary english-english-persian,dictionaries,oxford,2015,p/b,,,,
5326,574.03,"clamp,alan",AS/A-level biology essential word dictionary,biology/dictionaries,philip lane,2000,p/b,,,,
5327,574,"fullick,ann/locke,jo/bircher,paul",a level biology for ocr A year 1 and AS,biology,oxford,2015,p/b,,,,
5328,530,adams/clays,revise ocr as/a level physics revision guide,physics,pearson,2016,p/b,,,,
5329,GCSE530.7,"sang,david/chadwick,tomothy",14+ breakthrough to CLIL for physics,physics,cambridge,2016,pb,,,,
